Overall_group,Family,Genus,Species,Size_NOW,Size_Smith,Size_Phylacine,P4,M1,M2,m1,m2,m3,m1-m3,Source_P4,Note_P4,Source_M1,Note_M1,Source_M2,Note_M2,Source_m1,Note_m1,Source_m2,Note_m2,Source_m3,Note_m3,Source_m1-m3,Note_m1-m3,Status
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Eurotherium,theriodis,NA,NA,NA,NA,NA,NA,9.29,10.45,11.04,30.14,NA,NA,NA,NA,NA,NA,Sole et al (2015) Palaeontology 58 1049-1072,Reported value,Sole et al (2015) Palaeontology 58 1049-1072,Reported value,Sole et al (2015) Palaeontology 58 1049-1072,Reported value,Sole et al (2015) Palaeontology 58 1049-1072,Midpoint of range,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Hyaenodon,brachyrhynchus,NA,NA,NA,NA,NA,NA,8.91,12.47,17.72,38.2,NA,NA,NA,NA,NA,NA,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Sole et al (2015) PLoS One 10 e0135698,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Isohyaenodon,andrewsi,NA,NA,NA,NA,NA,NA,8.9,12.45,14.2,36.8,NA,NA,NA,NA,NA,NA,Savage (1965) Bulletin of the British Museum (Natural History) Geology 10 242-316,Reported value,Savage (1965) Bulletin of the British Museum (Natural History) Geology 10 242-316,Midpoint of range,Savage (1965) Bulletin of the British Museum (Natural History) Geology 10 242-316,Midpoint of range,Savage (1965) Bulletin of the British Museum (Natural History) Geology 10 242-316,Midpoint of range,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Proviverroides,piercei,NA,7.35,NA,NA,NA,NA,8.65,10.06,10.42,28.09,NA,NA,NA,NA,NA,NA,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Eurotherium,matthesi,NA,NA,NA,NA,NA,NA,8.65,9.92,10.64,28.98,NA,NA,NA,NA,NA,NA,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Preregidens,langebadrae,NA,NA,NA,NA,NA,NA,8.08,8.29,8.02,24.39,NA,NA,NA,NA,NA,NA,Sole et al (2015) Palaeontology 58 1049-1072,Reported value,Sole et al (2015) Palaeontology 58 1049-1072,Reported value,Sole et al (2015) Palaeontology 58 1049-1072,Reported value,Sole et al (2015) Palaeontology 58 1049-1072,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Tritemnodon,agilis,NA,10.79,NA,NA,NA,NA,7.85,8.98,8.82,23.42,NA,NA,NA,NA,NA,NA,Morlo et al (2014) Paleontology 57 111-125,Reported value,Morlo et al (2014) Paleontology 57 111-125,Reported value,Morlo et al (2014) Paleontology 57 111-125,Reported value,Morlo et al (2014) Paleontology 57 111-125,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Quercytherium,simplicidens,NA,NA,NA,NA,NA,NA,7.82,8.68,9,23.55,NA,NA,NA,NA,NA,NA,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Sinopa,jilinia,NA,NA,NA,NA,NA,NA,7.8,8.4,7.3,22.4,NA,NA,NA,NA,NA,NA,Morlo et al (2014) Paleontology 57 111-125,Reported value,Morlo et al (2014) Paleontology 57 111-125,Reported value,Morlo et al (2014) Paleontology 57 111-125,Reported value,Morlo et al (2014) Paleontology 57 111-125,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Quercytherium,tenebrosum,NA,NA,NA,NA,NA,NA,7.53,8.37,7.6,23.04,NA,NA,NA,NA,NA,NA,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Paracynohyaenodon,schlosseri,NA,NA,NA,NA,NA,NA,7.15,8.59,8.89,23.21,NA,NA,NA,NA,NA,NA,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Sinopa,pungens,NA,NA,NA,NA,NA,NA,7.05,7.25,6.85,20.5,NA,NA,NA,NA,NA,NA,Morlo et al (2014) Paleontology 57 111-125,Midpoint of range,Morlo et al (2014) Paleontology 57 111-125,Midpoint of range,Morlo et al (2014) Paleontology 57 111-125,Midpoint of range,Morlo et al (2014) Paleontology 57 111-125,Midpoint of range,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Boritia,duffaudi,NA,NA,NA,NA,NA,NA,6.94,7.79,7.58,22.31,NA,NA,NA,NA,NA,NA,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Morlodon,vellerei,NA,NA,NA,NA,NA,NA,6.7,7.15,7.15,21.46,NA,NA,NA,NA,NA,NA,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Calculated as m1-m3 divided by number of lower carnassial teeth,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Calculated as m1-m3 divided by number of lower carnassial teeth,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Cynohyaenodon,cailuxy,NA,NA,NA,NA,7.5,NA,6.51,7.27,7.1,19.9,NA,NA,Morlo & Habersetzer (1999) Courier Forschungsinstitut Senckenberg 216 31-73,Midpoint of range,NA,NA,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Propterodon,tongi,NA,NA,NA,NA,NA,NA,6.5,7.9,8.9,21.5,NA,NA,NA,NA,NA,NA,Liu & Huang (2002) Vertebrata PalAsiatica 40 133-138,Reported value,Liu & Huang (2002) Vertebrata PalAsiatica 40 133-138,Reported value,Liu & Huang (2002) Vertebrata PalAsiatica 40 133-138,Reported value,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Prolimnocyon,antiquus,NA,1.45,NA,NA,NA,NA,6.4,7,NA,15.25,NA,NA,NA,NA,NA,NA,Guthrie (1967) Memoirs of the Southern California Academy of Sciences 5 1-53 ,Reported value,Guthrie (1967) Memoirs of the Southern California Academy of Sciences 5 1-53 ,Reported value,NA,NA,Guthrie (1967) Memoirs of the Southern California Academy of Sciences 5 1-53 ,Midpoint of range,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Cynohyaenodon,ruetimeyeri,NA,NA,NA,NA,7.7,NA,6.29,7.13,7.75,20.4,NA,NA,Morlo & Habersetzer (1999) Courier Forschungsinstitut Senckenberg 216 31-73,Midpoint of range,NA,NA,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Allopterodon,bulbosus,NA,NA,NA,NA,NA,NA,6.19,6.6,NA,15.55,NA,NA,NA,NA,NA,NA,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,NA,NA,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Prolimnocyon,elisabethae,NA,NA,NA,NA,NA,NA,6.1,6.7,3.3,14.55,NA,NA,NA,NA,NA,NA,Guthrie (1967) Memoirs of the Southern California Academy of Sciences 5 1-53 ,Midpoint of range,Guthrie (1967) Memoirs of the Southern California Academy of Sciences 5 1-53 ,Midpoint of range,Guthrie (1967) Memoirs of the Southern California Academy of Sciences 5 1-53 ,Reported value,Guthrie (1967) Memoirs of the Southern California Academy of Sciences 5 1-53 ,Midpoint of range,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Sinopa,minor,NA,NA,NA,NA,NA,NA,6,6.2,5.9,17,NA,NA,NA,NA,NA,NA,Morlo et al (2014) Paleontology 57 111-125,Reported value,Morlo et al (2014) Paleontology 57 111-125,Reported value,Morlo et al (2014) Paleontology 57 111-125,Reported value,Morlo et al (2014) Paleontology 57 111-125,Midpoint of range,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Hyaenodon,filholi,NA,NA,NA,NA,NA,NA,5.9,5.9,9,21.65,NA,NA,NA,NA,NA,NA,Lange-Badre (1979) Memoires du Muséum National d’Histoire Naturelle 42 1-249,Inferred based on figure,Lange-Badre (1979) Memoires du Muséum National d’Histoire Naturelle 42 1-249,Inferred based on figure,Lange-Badre (1979) Memoires du Muséum National d’Histoire Naturelle 42 1-249,Inferred based on figure,Sole et al (2018) Palaios 33 514-523,Reported mean,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Minimovellentodon,russelli,NA,NA,NA,NA,NA,NA,5.81,5.9,6.16,17.87,NA,NA,NA,NA,NA,NA,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Cynohyaenodon,trux,NA,NA,NA,NA,6.55,NA,5.49,6.05,6.29,18.58,NA,NA,Morlo & Habersetzer (1999) Courier Forschungsinstitut Senckenberg 216 31-73,Midpoint of range,NA,NA,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Midpoint of range,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Protoproviverra,palaeonictides,NA,NA,NA,NA,NA,NA,5.13,NA,NA,16.6,NA,NA,NA,NA,NA,NA,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,NA,NA,NA,NA,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Leonhardtina,godinoti,NA,NA,NA,NA,NA,NA,5.13,5.89,5.96,16.98,NA,NA,NA,NA,NA,NA,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Lahimia,selloumi,NA,NA,NA,NA,NA,NA,5.1,5.55,5.58,15.25,NA,NA,NA,NA,NA,NA,Sole et al (2009) Zoological Journal of the Linnean Society 156 827-846,Reported value,Sole et al (2009) Zoological Journal of the Linnean Society 156 827-846,Midpoint of range,Sole et al (2009) Zoological Journal of the Linnean Society 156 827-846,Midpoint of range,Sole et al (2009) Zoological Journal of the Linnean Society 156 827-846,Midpoint of range,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Leonhardtina,gracilis,NA,NA,NA,NA,6.7,NA,4.99,6.37,6.98,20.14,NA,NA,Morlo & Habersetzer (1999) Courier Forschungsinstitut Senckenberg 216 31-73,Reported value,NA,NA,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Midpoint of range,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Allopterodon,torvidus,NA,NA,NA,NA,NA,NA,4.61,4.76,4.46,14.6,NA,NA,NA,NA,NA,NA,Michael Morlo pers obs,Reported mean,Michael Morlo pers obs,Reported mean,Michael Morlo pers obs,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Allopterodon,minor,NA,NA,NA,NA,NA,NA,4.59,4.99,5.04,21.03,NA,NA,NA,NA,NA,NA,Michael Morlo pers obs,Reported mean,Michael Morlo pers obs,Reported mean,Michael Morlo pers obs,Reported mean,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Proviverra,typica,NA,NA,NA,NA,4.48,NA,4.44,4.64,4.88,13.65,NA,NA,Morlo & Habersetzer (1999) Courier Forschungsinstitut Senckenberg 216 31-73,Midpoint of range,NA,NA,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Michael Morlo pers obs,Reported value,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Midpoint of range,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Isohyaenodon,pilgrimi,NA,NA,NA,NA,4.5,NA,3.45,5.15,5.9,14.3,NA,NA,Savage (1965) Bulletin of the British Museum (Natural History) Geology 10 242-316,Reported value,NA,NA,Savage (1965) Bulletin of the British Museum (Natural History) Geology 10 242-316,Midpoint of range,Savage (1965) Bulletin of the British Museum (Natural History) Geology 10 242-316,Midpoint of range,Savage (1965) Bulletin of the British Museum (Natural History) Geology 10 242-316,Midpoint of range,Savage (1965) Bulletin of the British Museum (Natural History) Geology 10 242-316,Midpoint of range,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Boualitomus,marocanensis,NA,NA,NA,NA,NA,NA,3.4,3.9,4,10.5,NA,NA,NA,NA,NA,NA,Gheerbrant et al (2006) Geological Magazine 143 475-489,Reported value,Gheerbrant et al (2006) Geological Magazine 143 475-489,Reported value,Gheerbrant et al (2006) Geological Magazine 143 475-489,Reported value,Gheerbrant et al (2006) Geological Magazine 143 475-489,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Parvagula,palulae,NA,NA,NA,NA,NA,NA,3,NA,NA,7.8,NA,NA,NA,NA,NA,NA,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,NA,NA,NA,NA,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Eoproviverra,eisenmanni,NA,NA,NA,NA,NA,NA,2.2,2.8,NA,6.35,NA,NA,NA,NA,NA,NA,Morlo & Habersetzer (1999) Courier Forschungsinstitut Senckenberg 216 31-73,Reported value,Morlo & Habersetzer (1999) Courier Forschungsinstitut Senckenberg 216 31-73,Reported value,NA,NA,Sole et al (2014) Zoological Journal of the Linnean Society 171 878-917,Reported value,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Alienetherium,buxwilleri,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morlo & Habersetzer (1999) Courier Forschungsinstitut Senckenberg 216 31-73,Reported value,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Hyaenodon,mongoliensis,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lange-Badre & Dashzeveg (1989) Acta Palaeontologica Polonica 34 125-148,Reported value,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Hyaenodon,yuanchuensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Hyainailouros,bugtiensis,NA,NA,NA,NA,NA,39.35,NA,42.3,51.7,NA,NA,NA,NA,NA,Borths & Stevens (2019) Journal of Vertebrate Paleontology 39 e1570222,Midpoint of range,NA,NA,Borths & Stevens (2019) Journal of Vertebrate Paleontology 39 e1570222,Reported value,Borths & Stevens (2019) Journal of Vertebrate Paleontology 39 e1570222,Reported value,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Ischnognathus,savagei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Isohyaenodon,zadoki,NA,NA,NA,NA,10.9,12.2,NA,NA,NA,NA,NA,NA,Savage (1965) Bulletin of the British Museum (Natural History) Geology 10 242-316,Reported value,Savage (1965) Bulletin of the British Museum (Natural History) Geology 10 242-316,Reported value,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Isphanatherium,ferganensis,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,Lavrov & Averianov (1998) Paleontologicheskii Zhurnal 2 96-102,Reported value,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Limnocyon,cuspidens,NA,NA,NA,NA,NA,Not Present,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Masrasector,ligabuei,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crochet et al (1990) Comptes rendus de l'Académie des sciences de Paris, Série 2 311 1455-1460",Reported value,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Metapterodon,stromeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Metasinopa,fraasi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Paratritemnodon,jandewalensis,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,Thewissen et al (2001) Journal of Vertebrate Paleontology 21 347-366,Reported value,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Parvavorodon,gheerbranti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Praecodens,acutus,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,Morlo & Habersetzer (1999) Courier Forschungsinstitut Senckenberg 216 31-73,Reported value,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Prolimnocyon,iudei,NA,NA,NA,NA,NA,NA,NA,4.4,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guthrie (1967) Memoirs of the Southern California Academy of Sciences 5 1-53 ,Reported value,Guthrie (1967) Memoirs of the Southern California Academy of Sciences 5 1-53 ,Reported value,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Propterodon,morrisi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Pterodon,hyaenoides,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,Lavrov (1996) Paleontologicheskii Zhurnal 4 95-107,Reported value,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Pterodon,syrtos,NA,NA,NA,NA,NA,NA,NA,19.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Borths & Stevens (2017) PLoS ONE 12 e0185301,Reported value,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Sivapterodon,lahirii,NA,NA,NA,NA,NA,NA,NA,35.8,49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pilgrim (1932) Paleontologica Indica 18 1-232,Reported value (originally reported as p4),Pilgrim (1932) Paleontologica Indica 18 1-232,Reported value (originally reported as m1),NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Teratodon,enigmae,NA,NA,NA,NA,NA,7.05,NA,NA,NA,NA,NA,NA,NA,NA,Savage (1965) Bulletin of the British Museum (Natural History) Geology 10 242-316,Midpoint of range,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Thinocyon,comptus,NA,NA,NA,NA,NA,Not Present,NA,5.3,Not Present,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marsh (1872) American Journal of Science 4 202-224,Reported value,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Hyaenodontidae,Thinocyon,sichowensis,NA,NA,NA,NA,NA,Not Present,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Oxyaenidae,Ambloctonus,priscus,NA,NA,NA,NA,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Oxyaenidae,Oxyaena,pardalis,NA,NA,NA,NA,NA,NA,NA,NA,Not Present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Hyaenodonta_and_Oxyaenida,Oxyaenidae,Protopsalis,tigrinus,NA,NA,NA,NA,NA,NA,NA,25,Not Present,NA,NA,NA,NA,NA,NA,NA,NA,NA,Denison (1938) Annals of the New York Academy of Sciences 37 163-257,Reported value,NA,NA,NA,NA,Accepted
Carnivoramorpha,Ailuridae,Alopecocyon,getti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Ailuridae,Amphictis,lemanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Ailuridae,Magerictis,imperialensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Ailuridae,Parailurus,hungaricus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Ailuridae,Parailurus,NorthAmerica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Ailuridae,Pristinailurus,bristoli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Ailuridae,Protursus,simpsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Amphicynodontidae,Amphicynodon,cephalogalinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Amphicynodontidae,Amphicynodon,chardini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Amphicynodontidae,Amphicynodon,leptorhynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Amphicynodontidae,Amphicynodon,typicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Amphicynodontidae,Amphicynodon,velaunus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Amphicyonidae,Amphicyon,ulungurensis,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Amphicyonidae,Askazansoria,mavrini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Amphicyonidae,Brachyrhynchocyon,intermedius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Amphicyonidae,Haplocyonoides,serbiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
Carnivoramorpha,Amphicyonidae,Harpagophagus,sanguinensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
